Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
1;Bad;9034;90,34;36;29;4;1;1;1;1;1;2;2;2;1;1;2;1;1;3;2;0;3;Yes;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;[100,500);<1;male: single;male;co-applicant;unknown/no property;none;rent;management/self-employed/highly qualified employee/officer;1
0;Good;1585;15,85;24;40;4;3;2;1;0;1;0;4;2;0;3;2;1;0;1;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;1301;13,01;18;32;4;2;1;1;0;1;2;2;3;0;4;3;1;2;0;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;>=7;male: married/widowed;male;guarantor;real estate;none;own;unskilled, resident;1
0;Good;1323;13,23;6;28;2;4;2;2;1;1;3;4;0;1;4;1;1;0;2;2;1;2;Yes;Yes;>=200;critical account/other credits existing (not at this bank);car (new);[100,500);>=7;male: divorced/separated;male;none;car or other;none;own;skilled employee/official;1
1;Bad;3123;31,23;24;27;4;1;1;1;0;1;1;2;0;0;1;0;0;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;5493;54,93;36;42;2;4;1;2;0;1;1;2;1;0;4;2;1;0;3;2;2;2;No;Yes;<0;existing credits paid back duly till now;car (used);<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1126;11,26;9;49;2;4;1;1;0;1;3;2;3;1;4;1;1;0;0;2;1;2;No;Yes;>=200;existing credits paid back duly till now;radio/TV;[100,500);>=7;male: divorced/separated;male;none;real estate;none;own;skilled employee/official;0
1;Bad;1216;12,16;24;38;4;4;2;2;0;1;2;4;3;1;1;2;1;0;3;0;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;[100,500);<1;male: single;male;none;unknown/no property;bank;own;skilled employee/official;0
1;Bad;1207;12,07;24;24;4;4;1;1;0;1;1;2;0;0;1;0;0;0;1;2;0;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;1309;13,09;10;27;4;4;1;1;0;1;0;2;0;4;2;2;1;2;1;2;1;1;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;guarantor;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;2360;23,6;15;36;2;2;1;1;1;1;3;4;1;2;2;2;1;0;2;2;1;2;Yes;Yes;>=200;critical account/other credits existing (not at this bank);car (used);[500,1000);[1,4);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;6850;68,5;15;34;1;2;1;2;1;1;2;1;0;1;0;2;1;0;1;2;1;3;Yes;Yes;[0, 200);all credits at this bank paid back duly;car (new);[100,500);unemployed;male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;1413;14,13;24;28;4;2;1;1;0;1;0;2;3;0;2;3;1;0;1;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;8588;85,88;39;45;4;2;1;1;1;1;0;2;1;1;4;2;1;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (used);[100,500);>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;759;7,59;12;26;4;2;1;1;0;1;1;2;0;0;3;2;1;0;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;4686;46,86;36;32;2;2;1;1;1;1;0;2;1;0;2;2;1;0;3;2;2;3;Yes;Yes;No;existing credits paid back duly till now;car (used);<100;[1,4);male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;1
0;Good;2687;26,87;15;26;2;4;1;1;1;1;3;2;8;0;3;2;1;0;1;2;0;2;Yes;Yes;>=200;existing credits paid back duly till now;business;<100;[4,7);male: single;male;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
0;Good;585;5,85;12;20;4;4;2;1;0;1;2;3;3;0;2;3;1;1;0;2;0;2;No;Yes;[0, 200);delay in paying off in the past;radio/TV;<100;[1,4);male: married/widowed;male;co-applicant;real estate;none;rent;skilled employee/official;0
0;Good;2255;22,55;24;54;4;1;1;1;0;1;0;2;0;4;1;2;1;0;1;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;<1;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;609;6,09;6;37;4;3;2;1;0;0;1;4;0;0;3;0;0;0;1;2;1;2;No;No;<0;critical account/other credits existing (not at this bank);car (new);<100;[4,7);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;1361;13,61;6;40;2;4;1;2;0;0;1;4;0;0;1;2;1;0;0;2;1;1;No;No;<0;critical account/other credits existing (not at this bank);car (new);<100;<1;male: single;male;none;real estate;none;own;unskilled, resident;0
1;Bad;7127;71,27;36;23;2;4;2;1;1;1;0;4;2;0;1;0;0;0;1;2;0;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
0;Good;1203;12,03;6;43;3;2;1;1;1;1;1;2;0;1;4;2;1;0;1;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;car (new);[100,500);>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;700;7;6;36;4;4;2;1;0;1;0;4;3;4;4;2;1;0;3;2;2;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;5507;55,07;24;44;3;4;2;1;0;1;0;4;5;0;4;2;1;0;3;2;2;2;No;Yes;No;critical account/other credits existing (not at this bank);repairs;<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;3190;31,9;18;24;2;2;1;1;0;1;1;2;3;0;2;0;0;0;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;real estate;none;own;skilled employee/official;1
1;Bad;7119;71,19;48;53;3;4;2;2;0;1;1;0;2;0;2;2;1;0;3;2;2;2;No;Yes;<0;no credits taken/all credits paid back duly;furniture/equipment;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;3488;34,88;24;23;3;4;1;1;0;1;0;2;1;1;3;0;0;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;car (used);[100,500);[4,7);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1113;11,13;18;26;4;4;1;2;0;1;2;2;3;0;2;0;0;2;0;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;guarantor;real estate;none;own;unskilled, resident;1
0;Good;7966;79,66;26;30;2;3;2;1;0;1;2;2;1;0;1;2;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;car (used);<100;<1;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1532;15,32;15;31;4;3;1;1;0;1;0;4;6;1;2;0;0;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);education;[100,500);[1,4);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1503;15,03;4;42;2;1;2;2;0;1;0;4;3;0;3;2;1;0;0;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);male: single;male;none;real estate;none;own;unskilled, resident;1
1;Bad;2302;23,02;36;31;4;4;1;1;0;1;1;2;3;0;2;1;1;0;2;2;0;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: divorced/separated;male;none;car or other;none;rent;skilled employee/official;1
0;Good;662;6,62;6;41;3;4;1;2;1;1;1;2;0;0;1;2;1;0;0;2;1;1;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;<1;male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;2273;22,73;36;32;3;1;2;2;0;1;2;2;6;0;3;2;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;education;<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;2631;26,31;15;28;2;4;2;1;1;1;2;2;0;1;2;0;0;0;2;2;0;2;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);[100,500);[1,4);female;female;none;car or other;none;rent;skilled employee/official;1
0;Good;1503;15,03;12;41;4;4;1;1;0;1;0;3;1;0;2;3;1;0;0;2;0;2;No;Yes;No;delay in paying off in the past;car (used);<100;[1,4);male: married/widowed;male;none;real estate;none;rent;skilled employee/official;1
0;Good;1311;13,11;24;26;4;3;1;1;1;1;0;2;3;1;3;3;1;0;1;2;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[100,500);[4,7);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;3105;31,05;24;25;4;2;2;1;0;1;0;2;3;4;1;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;<1;male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;2319;23,19;21;33;2;1;1;1;0;1;3;4;6;0;1;1;1;0;2;2;0;2;No;Yes;>=200;critical account/other credits existing (not at this bank);education;<100;<1;male: divorced/separated;male;none;car or other;none;rent;skilled employee/official;0
0;Good;1374;13,74;6;75;4;3;1;1;1;1;1;2;0;4;0;0;0;0;1;2;1;3;Yes;Yes;<0;existing credits paid back duly till now;car (new);unknown/no savings account;unemployed;female;female;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;3612;36,12;18;37;3;4;1;1;1;1;2;4;2;0;4;0;0;0;1;2;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;7763;77,63;48;42;4;4;1;1;0;1;1;2;0;0;4;2;1;0;3;0;2;3;No;Yes;<0;existing credits paid back duly till now;car (new);<100;>=7;male: single;male;none;unknown/no property;bank;for free;management/self-employed/highly qualified employee/officer;0
0;Good;3049;30,49;18;45;1;1;1;1;0;1;3;2;2;0;1;0;0;0;1;1;1;1;No;Yes;>=200;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;stores;own;unskilled, resident;1
1;Bad;1534;15,34;12;23;1;1;1;1;0;1;2;2;3;0;1;3;1;0;0;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;real estate;none;rent;skilled employee/official;1
0;Good;2032;20,32;24;60;4;4;2;1;1;1;0;3;0;0;4;2;1;0;3;2;2;2;Yes;Yes;No;delay in paying off in the past;car (new);<100;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;6350;63,5;30;31;4;4;1;1;0;1;1;2;2;4;4;2;1;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;unknown/no savings account;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;2864;28,64;18;34;2;1;1;2;0;1;3;2;2;0;2;2;1;0;0;2;1;1;No;Yes;>=200;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;1255;12,55;12;61;4;4;2;1;0;1;0;4;0;0;4;2;1;0;0;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;none;real estate;none;own;unskilled, resident;1
1;Bad;1333;13,33;24;43;4;2;2;2;0;1;1;3;0;0;0;2;1;0;0;2;2;2;No;Yes;<0;delay in paying off in the past;car (new);<100;unemployed;male: single;male;none;real estate;none;for free;skilled employee/official;1
0;Good;2022;20,22;24;37;4;4;1;1;1;1;0;4;0;0;2;0;0;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
0;Good;1552;15,52;24;32;3;1;1;2;0;1;0;2;3;0;3;2;1;0;2;0;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;[4,7);male: single;male;none;car or other;bank;own;skilled employee/official;0
1;Bad;626;6,26;12;24;4;4;1;1;0;1;1;1;3;0;2;0;0;0;0;0;1;1;No;Yes;<0;all credits at this bank paid back duly;radio/TV;<100;[1,4);female;female;none;real estate;bank;own;unskilled, resident;1
0;Good;8858;88,58;48;35;2;1;2;1;1;1;0;4;1;4;3;2;1;0;3;2;2;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;[4,7);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;996;9,96;12;23;4;4;2;1;0;1;0;4;5;4;3;0;0;0;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);repairs;unknown/no savings account;[4,7);female;female;none;real estate;none;own;skilled employee/official;0
0;Good;1750;17,5;6;45;2;4;1;2;0;1;0;1;3;2;4;2;1;0;1;0;1;1;No;Yes;No;all credits at this bank paid back duly;radio/TV;[500,1000);>=7;male: single;male;none;building society savings agreement/life insurance;bank;own;unskilled, resident;1
1;Bad;6999;69,99;48;34;1;1;2;1;1;1;1;2;3;0;3;3;1;2;0;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[4,7);male: married/widowed;male;guarantor;real estate;none;own;skilled employee/official;1
0;Good;1995;19,95;12;27;4;1;1;1;0;1;2;4;0;1;1;2;1;0;2;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);[100,500);<1;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1199;11,99;9;67;4;4;2;1;1;1;2;2;6;0;3;0;0;0;1;2;1;3;Yes;Yes;[0, 200);existing credits paid back duly till now;education;<100;[4,7);female;female;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;1331;13,31;12;22;2;1;1;1;0;1;2;2;3;0;1;2;1;0;2;1;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;male: single;male;none;car or other;stores;own;skilled employee/official;1
1;Bad;2278;22,78;18;28;3;3;2;1;0;1;2;0;0;1;1;0;0;0;2;2;1;2;No;Yes;[0, 200);no credits taken/all credits paid back duly;car (new);[100,500);<1;female;female;none;car or other;none;own;skilled employee/official;1
1;Bad;5003;50,03;21;29;1;4;2;1;1;1;0;0;0;4;2;0;0;0;1;0;1;2;Yes;Yes;No;no credits taken/all credits paid back duly;car (new);unknown/no savings account;[1,4);female;female;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
1;Bad;3552;35,52;24;27;3;4;1;1;0;1;1;1;2;0;3;2;1;0;2;0;1;2;No;Yes;<0;all credits at this bank paid back duly;furniture/equipment;<100;[4,7);male: single;male;none;car or other;bank;own;skilled employee/official;1
1;Bad;1928;19,28;18;31;2;2;2;1;0;1;2;4;2;0;1;2;1;0;0;2;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;male: single;male;none;real estate;none;own;unskilled, resident;1
0;Good;2964;29,64;24;49;4;4;1;2;1;1;1;2;1;4;4;2;1;0;3;0;2;2;Yes;Yes;<0;existing credits paid back duly till now;car (used);unknown/no savings account;>=7;male: single;male;none;unknown/no property;bank;for free;skilled employee/official;1
1;Bad;1546;15,46;24;24;4;4;1;1;0;1;1;1;3;0;3;2;1;2;2;0;0;1;No;Yes;<0;all credits at this bank paid back duly;radio/TV;<100;[4,7);male: single;male;guarantor;car or other;bank;rent;unskilled, resident;0
0;Good;683;6,83;6;29;2;1;1;1;0;1;3;3;3;0;1;0;0;0;1;0;1;2;No;Yes;>=200;delay in paying off in the past;radio/TV;<100;<1;female;female;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
1;Bad;12389;123,89;36;37;1;4;1;1;1;1;2;2;0;4;2;2;1;0;3;2;2;2;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;4712;47,12;24;37;4;2;2;1;1;1;2;3;8;4;2;2;1;0;1;0;1;3;Yes;Yes;[0, 200);delay in paying off in the past;business;unknown/no savings account;[1,4);male: single;male;none;building society savings agreement/life insurance;bank;own;management/self-employed/highly qualified employee/officer;0
0;Good;1553;15,53;24;23;3;2;2;1;1;1;2;3;3;1;3;0;0;0;1;2;0;2;Yes;Yes;[0, 200);delay in paying off in the past;radio/TV;[100,500);[4,7);female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;1372;13,72;12;36;2;3;1;1;0;1;1;2;0;0;3;1;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);male: divorced/separated;male;none;car or other;none;own;skilled employee/official;1
0;Good;2578;25,78;24;34;2;2;1;1;0;1;0;4;3;3;4;2;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;>=1000;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;3979;39,79;48;41;4;1;2;2;1;1;2;2;3;4;3;2;1;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;6758;67,58;48;31;3;2;1;1;1;1;1;2;3;0;2;0;0;0;2;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;3234;32,34;24;23;4;4;1;1;1;1;1;2;2;0;1;0;0;0;0;2;0;1;Yes;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;real estate;none;rent;unskilled, resident;1
0;Good;5954;59,54;30;38;3;2;1;1;0;1;0;4;3;0;3;2;1;1;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);male: single;male;co-applicant;car or other;none;own;skilled employee/official;1
0;Good;5433;54,33;24;26;2;4;1;1;1;1;0;2;1;4;0;0;0;0;1;2;0;3;Yes;Yes;No;existing credits paid back duly till now;car (used);unknown/no savings account;unemployed;female;female;none;building society savings agreement/life insurance;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;806;8,06;15;22;4;4;1;1;0;1;1;2;8;0;2;0;0;0;1;2;1;1;No;Yes;<0;existing credits paid back duly till now;business;<100;[1,4);female;female;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;1082;10,82;9;27;4;4;2;1;0;1;2;2;3;0;4;2;1;0;2;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;>=7;male: single;male;none;car or other;none;own;unskilled, resident;0
0;Good;2788;27,88;15;24;2;3;2;1;0;1;0;4;2;0;3;0;0;1;2;0;1;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;[4,7);female;female;co-applicant;car or other;bank;own;skilled employee/official;0
0;Good;2930;29,3;12;27;2;1;1;1;0;1;2;2;3;0;3;0;0;0;0;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;[4,7);female;female;none;real estate;none;own;skilled employee/official;0
0;Good;1927;19,27;24;33;3;2;2;1;1;1;0;4;6;4;2;0;0;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);education;unknown/no savings account;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;2820;28,2;36;27;4;4;2;1;0;1;2;4;0;0;1;1;1;0;2;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;<1;male: divorced/separated;male;none;car or other;none;own;skilled employee/official;1
0;Good;937;9,37;24;27;4;3;2;1;0;1;0;2;7;0;1;3;1;0;2;2;1;1;No;Yes;No;existing credits paid back duly till now;retraining;<100;<1;male: married/widowed;male;none;car or other;none;own;unskilled, resident;1
1;Bad;1056;10,56;18;30;3;3;2;1;0;1;2;4;0;0;4;2;1;2;0;0;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;guarantor;real estate;bank;own;skilled employee/official;1
0;Good;3124;31,24;12;49;1;3;2;2;0;1;2;4;0;0;1;2;1;0;0;0;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);car (new);<100;<1;male: single;male;none;real estate;bank;own;unskilled, resident;1
0;Good;1388;13,88;9;26;4;2;1;1;0;1;0;2;2;0;2;0;0;0;0;2;0;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;real estate;none;rent;skilled employee/official;1
1;Bad;2384;23,84;36;33;4;1;1;1;0;1;2;2;5;0;1;2;1;0;3;2;0;1;No;Yes;[0, 200);existing credits paid back duly till now;repairs;<100;<1;male: single;male;none;unknown/no property;none;rent;unskilled, resident;1
0;Good;2133;21,33;12;52;4;4;1;1;1;1;0;2;0;4;4;0;0;0;3;2;2;3;Yes;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;>=7;female;female;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;0
1;Bad;2039;20,39;18;20;1;4;1;1;0;1;1;2;2;0;2;0;0;0;0;0;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;real estate;bank;rent;skilled employee/official;1
0;Good;2799;27,99;9;36;2;2;2;2;0;1;1;4;0;0;2;2;1;0;0;2;0;2;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;real estate;none;rent;skilled employee/official;1
0;Good;1289;12,89;12;21;4;1;1;1;0;1;1;2;2;0;2;2;1;2;1;2;1;1;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;guarantor;building society savings agreement/life insurance;none;own;unskilled, resident;1
1;Bad;1217;12,17;18;47;4;3;1;1;1;1;1;2;4;0;2;3;1;0;0;2;1;1;Yes;Yes;<0;existing credits paid back duly till now;domestic appliances;<100;[1,4);male: married/widowed;male;none;real estate;none;own;unskilled, resident;1
1;Bad;2246;22,46;12;60;3;3;2;1;0;1;1;4;2;0;4;2;1;0;1;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;385;3,85;12;58;4;3;4;1;1;1;1;4;3;0;3;0;0;0;0;2;1;1;Yes;Yes;<0;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);female;female;none;real estate;none;own;unskilled, resident;1
0;Good;1965;19,65;24;42;4;4;2;1;1;1;2;3;0;4;2;0;0;0;2;2;0;2;Yes;Yes;[0, 200);delay in paying off in the past;car (new);unknown/no savings account;[1,4);female;female;none;car or other;none;rent;skilled employee/official;0
0;Good;1572;15,72;21;36;4;4;1;1;0;1;0;2;8;3;4;0;0;0;0;0;1;1;No;Yes;No;existing credits paid back duly till now;business;>=1000;>=7;female;female;none;real estate;bank;own;unskilled, resident;1
1;Bad;2718;27,18;24;20;3;4;1;1;1;1;2;2;0;0;2;0;0;0;1;2;0;1;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;[1,4);female;female;none;building society savings agreement/life insurance;none;rent;unskilled, resident;0
1;Bad;1358;13,58;24;40;4;3;1;1;1;1;1;1;9;4;4;2;1;0;2;1;1;3;Yes;Yes;<0;all credits at this bank paid back duly;others;unknown/no savings account;>=7;male: single;male;none;car or other;stores;own;management/self-employed/highly qualified employee/officer;1
1;Bad;931;9,31;6;32;1;1;1;1;0;1;2;1;0;1;1;0;0;0;1;1;1;1;No;Yes;[0, 200);all credits at this bank paid back duly;car (new);[100,500);<1;female;female;none;building society savings agreement/life insurance;stores;own;unskilled, resident;1
1;Bad;1442;14,42;24;23;4;4;2;1;0;1;1;2;0;0;3;0;0;0;2;2;0;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;[4,7);female;female;none;car or other;none;rent;skilled employee/official;1
1;Bad;4241;42,41;24;36;1;4;3;1;1;1;2;0;8;0;2;2;1;0;0;2;1;1;Yes;Yes;[0, 200);no credits taken/all credits paid back duly;business;<100;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;0
1;Bad;2775;27,75;18;31;2;2;2;1;0;1;0;4;0;0;3;2;1;0;1;0;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[4,7);male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;1
0;Good;3863;38,63;24;32;1;2;1;1;0;1;0;3;8;0;2;2;1;0;3;2;2;2;No;Yes;No;delay in paying off in the past;business;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;2329;23,29;7;45;1;1;1;1;0;1;2;2;3;0;1;0;0;2;0;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;female;female;guarantor;real estate;none;own;skilled employee/official;1
1;Bad;918;9,18;9;30;4;1;1;1;0;1;2;2;2;0;2;0;0;0;1;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
1;Bad;1837;18,37;24;34;4;4;1;1;0;1;2;1;6;0;3;0;0;0;3;0;2;1;No;Yes;[0, 200);all credits at this bank paid back duly;education;<100;[4,7);female;female;none;unknown/no property;bank;for free;unskilled, resident;0
1;Bad;3349;33,49;36;28;4;2;1;1;1;1;0;2;2;0;2;0;0;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;[1,4);female;female;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;1275;12,75;10;23;4;2;1;1;0;1;3;2;2;0;1;0;0;0;1;2;1;2;No;Yes;>=200;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2828;28,28;24;22;4;4;1;1;1;1;1;1;2;2;2;2;1;0;0;1;1;2;Yes;Yes;<0;all credits at this bank paid back duly;furniture/equipment;[500,1000);[1,4);male: single;male;none;real estate;stores;own;skilled employee/official;0
0;Good;4526;45,26;24;74;3;2;1;1;1;1;0;4;8;0;2;2;1;0;0;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);business;<100;[1,4);male: single;male;none;real estate;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;2671;26,71;36;50;4;4;1;1;0;1;2;2;3;1;2;0;0;1;3;2;2;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;[100,500);[1,4);female;female;co-applicant;unknown/no property;none;for free;skilled employee/official;1
0;Good;2051;20,51;18;33;4;1;1;1;0;1;0;2;3;0;1;2;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;<1;male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;1300;13;15;45;4;4;1;2;0;1;0;2;1;4;4;2;1;0;3;0;2;2;No;Yes;No;existing credits paid back duly till now;car (used);unknown/no savings account;>=7;male: single;male;none;unknown/no property;bank;for free;skilled employee/official;0
